"Title","ID","Created Date","Updated Date","Owner","Url","Description","Category","All Categories (List)","New Homes  (List)","Rock Houses (List)","Livelihood Struggles (List)","Families with Young Children (List)","Single Parents (List)","Medical Issues (List)","Seniors (List)","Living Alone (List)","People with Disabilities (List)","Community (List)","Water Supply System (List)","Chickens (List)"
"ÔNG BẢY SỐNG TRONG NHÀ HOANG..Vui mừng khi con cháu đến thăm ông vào dịp TẾT. Tập 86","06d52175-dd43-4573-b27e-f061a88f69ff",2025-05-29T01:28:16Z,2025-09-22T18:00:30Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=YmjffGrjVW8","Một người đàn ông lớn tuổi sống một mình trong một ngôi nhà của chính phủ, người nhận được sự hỗ trợ về mặt tình cảm và trợ giúp về các nhu cầu cơ bản từ người thân và hàng xóm. Gia đình ông được mô tả là yêu thương và ủng hộ, khiến ông cảm thấy được quan tâm. Ông kiếm được một khoản thu nhập ít ỏi khoảng 4 đô la Mỹ mỗi nửa tháng bằng cách thu gom và bán chai lọ và mũ từ biển, chỉ đủ để mua 5 kg gạo. Sức khỏe thể chất của ông đang suy giảm, chân yếu, mắt mờ và khó đi lại. Ông cũng cảm thấy cô đơn, bị cô lập và buồn bã, đặc biệt là trong thời tiết gió và mưa.","Living Alone","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"BẤT NGỜ..Người đàn ông rụt rè SỢ HÃI khi nhìn thấy NGƯỜI LẠ TIẾP CẬN vào CĂN CHÒI RÁCH NÁT. Tập 119","07415da8-10ce-45bb-a532-acfd2ff18a36",2025-05-29T01:28:16Z,2025-09-22T18:03:35Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=rs5eJptTO1Y","Một người đàn ông đã sống sót trong ba năm trong một túp lều khiêm tốn, sống bằng nước mưa và trà, trong khi làm nông dân để nuôi mẹ ốm. Anh kể lại những lần chạm trán với động vật hoang dã và các linh hồn, nhấn mạnh vào cuộc sống biệt lập của mình. Anh cũng sở hữu một chiếc bẫy cò khéo léo, chỉ được sử dụng trong những lúc tuyệt vọng. Sống một mình, anh đấu tranh với nỗi buồn và sự cô đơn, làm việc chăm chỉ để chu cấp cho bà của mình, người đã chuyển đến làng vì bệnh tật.
","Living Alone","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"TRẢI NGHIỆM lên suối nguồn ăn gà luộc và tắm suối cực vui sau những ngày vất vả. Tập 237","0742483f-98a2-450a-acef-3ea66ac105b4",2025-05-29T01:28:17Z,2025-09-22T18:15:22Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=QpBbk8bBRnY","Thư giãn bên dòng suối sau những ngày dài làm việc. Họ thưởng thức những bữa ăn đơn giản, ngon miệng như gà luộc chấm nước mắm và ớt trong bối cảnh thiên nhiên. Nước trong vắt và quang cảnh thanh bình tạo nên bối cảnh lý tưởng cho sự thư giãn và thời gian chất lượng cho gia đình. Niềm vui và tiếng cười của họ làm nổi bật sự trân trọng những thú vui giản dị của cuộc sống, khi họ kết hợp vệ sinh với giải trí bằng cách bơi lội và chơi đùa dưới nước. Gia đình cũng thể hiện nhận thức về môi trường bằng cách đảm bảo không làm ô nhiễm nguồn nước và luôn dọn dẹp sạch sẽ sau khi sử dụng.
","Community","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"CỤ BÀ sống CÔ ĐƠN trên núi..không ai nuôi dưỡng phải cặm cuội CHĂN BÒ hái đậu để có gạo ăn. Tập 51","074a31f3-2b86-482f-a565-a1f129f36a70",2025-05-29T01:28:16Z,2025-09-22T17:56:55Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=q72uByOWGJM","This video focuses on the struggles of an elderly woman living alone in a remote mountainous region. She survives by herding cows and growing red beans, earning a minimal income that barely covers her needs. With limited mobility and joint pain, she faces daily challenges in her termite-infested wooden hut. The video highlights her difficulty in affording basic necessities like rice, despite her efforts in farming. She also contends with environmental hazards, extreme weather, and limited access to essential services due to her isolated location.
","Living Alone","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Người phụ nữ BỆNH LAO cả đời nhặt VE CHAI, cầu xin được SỐNG SÓT. Tập 485","07a604b3-4f9e-4916-a94c-8aab8b0e74ed",2025-05-29T01:28:17Z,2025-06-04T12:28:32Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=e67ELAwkOmc","Cô ấy mắc bệnh phổi và bệnh lao nhưng không đủ khả năng chi trả cho việc điều trị y tế thường xuyên do quá nghèo đói. Gia đình cô sống trong một túp lều trên núi được làm bằng những tấm tôn vá, chịu ảnh hưởng của thời tiết. Họ dựa vào một thác nước đá xa xôi để lấy nước và tìm kiếm kim loại phế liệu và hạt điều để sinh tồn, với tất cả mọi người, bất chấp bệnh tật, đều đóng góp vào những nỗ lực này. Ước mơ khiêm tốn của họ là đảm bảo mái nhà tốt hơn và đủ khả năng chi trả cho dịch vụ chăm sóc y tế.
","Medical Issues","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"CUỘC SỐNG KHỐN KHỔ..TRONG RỪNG SÂU KHÔNG CÓ ÁNH SÁNG VÀ LƯƠNG THỰC ĐỂ ĂN. Tập 93","0833360c-3e51-4065-abfb-1b8b68450756",2025-05-29T01:28:16Z,2025-09-22T18:01:13Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=xQuz1fhPboY","Một gia đình sống trong cảnh nghèo đói cùng cực ở một vùng núi xa xôi, thiếu điện, nước máy và các tiện nghi cơ bản. Họ dựa vào đèn pin, lửa và một con suối gần đó để đáp ứng nhu cầu thiết yếu. Chế độ ăn của họ chủ yếu là cháo và súp vì họ không đủ tiền mua cá khô hoặc thịt bò, và họ phải đi săn, chăn bò và hái hạt điều để duy trì sự sống. Bà ngoại 84 tuổi, mặc dù bị huyết áp cao, đóng vai trò quan trọng trong cuộc sống hàng ngày của gia đình. Trẻ em góp phần vào sự sống còn bằng cách giúp đỡ việc nhà, nhưng lại không được học hành chính quy. Người dân tộc thiểu số trong vùng gặp khó khăn về tài chính, không thể đón Tết như những người khác và phải bán phân bò để kiếm sống. Nhà cửa được xây dựng bằng bạc và tre, đốt lửa vào ban đêm để sưởi ấm, và người dân sống bằng các loại thực phẩm cơ bản. Các gia đình nuôi bò để lấy thịt và sữa, và hái hạt điều là hoạt động hàng ngày quan trọng để kiếm thức ăn và thu nhập tiềm năng.
","Seniors","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"SỐNG ẨN CƯ TRONG CĂN CHÒI RÁCH NÁT..Không có TIỀN mua bánh phải bắt CHUỘT RỪNG cho con ăn.. Tập 87","085af9ca-47d5-4b57-9dbf-a5cab91f81a5",2025-05-29T01:28:16Z,2025-09-22T18:00:36Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=HEQdPS7ZotU","Một gia đình năm người, trong đó có ba đứa trẻ nhỏ, sống trong sự cô lập và nghèo đói cùng cực trong một túp lều đổ nát ở một thung lũng trên núi trong ba năm. Ngôi nhà chật chội của họ hầu như không được che chắn khỏi mưa gió, chỉ có những tấm vải bạc rách nát để che chắn. Chế độ ăn của họ rất cơ bản, chủ yếu là sắn, chuối và tôm bắt ở suối, thỉnh thoảng bổ sung thêm cá khô, súp bún và thậm chí là chuột nướng để lấy protein. Họ dựa vào nghề nông tự cung tự cấp, kiếm ăn và thu thập phân bò để sinh tồn, bán mía, sắn và lê để làm thực phẩm. Sức khỏe của gia đình kém, thường xuyên bị bệnh và suy dinh dưỡng, và họ phụ thuộc vào các phương pháp chữa bệnh truyền thống do hạn chế tiếp cận dịch vụ chăm sóc sức khỏe hiện đại.
","Families with Young Children","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Người cha đã khóc rất to khi chứng kiến ​​trận LỤT cướp đi sinh mạng của con trai mình. Tập 538","086637e0-44c2-40ff-bfd5-725fa26bcae7",2025-09-21T11:52:03Z,2025-09-21T11:52:03Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=rzrEwZZRZ4o","Bé trai 9 tuổi không may tử nạn do dòng nước lũ, để lại nỗi đau tột cùng cho người cha và gia đình. Chứng kiến cảnh mất mát đột ngột, người cha suy sụp, bỏ ăn và luôn bị ám ảnh bởi hình ảnh con. Cuộc sống mưu sinh vốn đã khó khăn, nay càng chật vật hơn. Video này là câu chuyện về nghị lực vượt qua nghịch cảnh và sự sẻ chia ấm áp giữa người với người nơi vùng cao.","Living Alone","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"PHÁT HIỆN người đàn ông ở trong căn chòi diện tích nhỏ bỏ quê hương đến nơi nghèo khổ lấy vợ.Tập 193","086f70c6-7301-4419-a712-3db3eb48cb90",2025-05-29T01:28:17Z,2025-09-22T18:10:45Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=3bwlSSemCko","Một người đàn ông Kinh đã sống ở vùng núi Ninh Thuận hơn hai thập kỷ, làm nghề nuôi tôm và nhổ cỏ với mức lương ít ỏi. Gia đình anh, bao gồm vợ và các con dân tộc Dak Lay, sống trong một túp lều kim loại rỉ sét không có điện hoặc tiện nghi hiện đại, phải dựa vào nước mưa thu thập được và một hố nước hạn chế cho mọi nhu cầu của họ. Họ sử dụng đèn dầu để thắp sáng và võng để ngủ. Chế độ ăn của họ chủ yếu bao gồm cá khô, muối và nước mắm, bổ sung thêm gạo và rau từ khu vườn nhỏ của họ. Với thu nhập hàng ngày chỉ 3.000 đồng, gia đình bị mắc kẹt trong vòng xoáy nợ nần, và các vấn đề sức khỏe, bao gồm cả bà và mẹ bị bệnh, trở nên trầm trọng hơn do thiếu tiền để mua thuốc.
","Livelihood Struggles","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"NGƯỜI ĐÀN ÔNG cặm cuội gọt những mảng tre SẮT BÉN để làm gùi bán..kiếm tiền mua gạo ăn. Tập 49","0879db2d-a4ed-458a-90c1-796682d3dc09",2025-05-29T01:28:16Z,2025-09-22T17:56:41Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=i95hBjPz6m8","Một gia đình sống trong một ngôi nhà tôn trên núi, dựa vào việc nuôi lợn và bò và nghề thủ công tốn nhiều công sức của người cha là lột vỏ cây để tạo ra ""ruồi"" để kiếm sống. Điều kiện sống đầy thách thức của họ bao gồm cuộc đấu tranh liên tục để đảm bảo an ninh lương thực, với nguồn cung cấp gạo chỉ đủ dùng trong vài ngày. Công việc của người cha liên quan đến việc sử dụng dao sắc và kiếm được thu nhập khiêm tốn hàng ngày. Vị trí xa xôi của gia đình có nghĩa là họ không quen với đường sá và phải đối mặt với sự cô lập.","Livelihood Struggles","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Cô gái trẻ tuổi phải ở trong CĂN CHÒI DỘT NÁT cùng con thơ và ăn rau rừng để tồn tại. Tập 363","091e0778-18c8-4d1e-986c-45affd2bd371",2025-05-29T01:28:17Z,2025-05-29T01:28:17Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=64ZZz0EX5l0","Một gia đình sống trong một túp lều bạc nhỏ, mỏng manh được xây dựng cách đây hai năm, nơi không được bảo vệ khỏi các yếu tố thời tiết. Họ dựa vào một con suối gần đó để đáp ứng mọi nhu cầu về nước và không có điện, phải sử dụng đèn dầu và một hệ thống năng lượng mặt trời nhỏ để thắp sáng. Thu nhập hàng tháng của họ rất thấp, khiến họ khó trang trải chi phí và chế độ ăn của họ chủ yếu bao gồm rau dại, khoai lang và cháo nêm muối. Người chồng kiếm măng hàng ngày, trong khi người vợ quản lý việc chăm sóc trẻ em, lấy nước và nấu ăn. Túp lều của họ thường xuyên bị dột khi trời mưa lớn, buộc gia đình phải tìm những nơi khô ráo bên trong.","Families with Young Children","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
